Title,Year,Review Title,Review URL,TMDB URL
Malmkrog,2020,Мальмкрог,http://kinoart.ru/reviews/moloko-mertvogo-antihrista-malmkrog-radikalnyy-film-razgovor-po-vladimiru-solovievu-berlinale-2020,https://www.themoviedb.org/movie/575448
Persian Lessons,2020,Уроки фарси,http://kinoart.ru/reviews/repetitor-iz-ada-uroki-farsi-ochen-literaturnaya-okolorusskaya-holokost-drama,https://www.themoviedb.org/movie/581577
In Deep Sleep,2020,Город уснул,http://kinoart.ru/reviews/mertvye-matrosy-ne-spyat-gorod-usnul-rossiyskiy-debyut-ot-kotorogo-chto-to-umiraet-vnutri,https://www.themoviedb.org/movie/665402
DAU. Natasha,2020,Дау. Наташа,http://kinoart.ru/reviews/da-uzhas-nasilie-seks-dau-eto-horosho-ili-ploho,https://www.themoviedb.org/movie/667995
Shirley,2020,Ширли,http://kinoart.ru/reviews/bezumie-interesnee-normalnosti-shirli-s-elizabet-moss-film-o-pisatelnitse-povliyavshey-na-stivena-kinga,https://www.themoviedb.org/movie/547017
Uppercase Print,2020,Прописные буквы,http://kinoart.ru/reviews/kto-napisal-chetyre-milliona-donosov-otvechaet-effektnyy-film-radu-zhude-propisnye-bukvy,https://www.themoviedb.org/movie/655368
Never Rarely Sometimes Always,2020,"Никогда, редко, иногда, всегда",http://kinoart.ru/reviews/tyazhelaya-zhenskaya-nosha-pochemu-nikogda-redko-inogda-vsegda-poluchil-gran-pri-berlinale-2020,https://www.themoviedb.org/movie/595671
Very Feminine Stories,2020,Очень женские истории,http://kinoart.ru/reviews/i-kratkost-ih-sestra-ochen-zhenskie-istorii-silnyy-otechestvennyy-feministicheskiy-kinoalmanah,https://www.themoviedb.org/movie/678274
Outlaw,2020,Аутло,http://kinoart.ru/reviews/mefedronovaya-turbovpiska-autlo-otechestvennyy-film-kotoryy-hochet-stat-samym-skandalnym-v-2020-m,https://www.themoviedb.org/movie/577000
Kerosene,2020,Керосин,http://kinoart.ru/reviews/imperiya-neft-bednost-kerosin-rossiyskaya-premiera-epohi-karantina,https://www.themoviedb.org/movie/598472
The Sun Above Me Never Sets,2020,Надо мною солнце не садится,http://kinoart.ru/reviews/spasibo-dedu-za-besedu-vyshel-onlayn-film-nado-mnoyu-solntse-ne-saditsya-yakutskiy-otvet-emiru-kusturitse,https://www.themoviedb.org/movie/592547
Freud,2020,Фрейд,http://kinoart.ru/reviews/seksualnye-orgii-avstriyskoy-aristokratii-o-seriale-freyd-na-netflix,https://www.themoviedb.org/tv/99509
The Other Lamb,2020,Приди ко мне,http://kinoart.ru/reviews/temnyy-plach-protiv-patriarhata-kak-film-pridi-ko-mne-opisyvaet-raspad-samoizolirovannoy-sistemy,https://www.themoviedb.org/movie/617786
Trigonometry,2020,Тригонометрия,http://kinoart.ru/reviews/otkrytye-serial-trigonometriya-emotsionalnoe-dramedi-o-lyubvi-vtroem-ot-bbc,https://www.themoviedb.org/tv/93704
Tiger King,2020,Король тигров,http://kinoart.ru/reviews/strah-sosiski-snezhnyy-bars-serial-korol-tigrov-ozverevshee-kino-na-netflix,https://www.themoviedb.org/tv/100698
Sputnik,2020,Спутник,http://kinoart.ru/reviews/chuzhoy-i-rodina-ediny-kosmicheskiy-triller-sputnik-kak-vzglyad-v-novoe-srednevekovie,https://www.themoviedb.org/movie/594718
Сны на районе,2020,Сны на районе. Восьмерка,http://kinoart.ru/reviews/nebesnoe-schukino-snovidcheskiy-almanah-sny-na-rayone-premiera-iskusstva-kino,https://www.themoviedb.org/movie/675333
Call Center,2020,Колл-центр,http://kinoart.ru/reviews/uzniki-seks-shopa-kakie-voprosy-sovremennoy-rossii-zadaet-serial-koll-tsentr,https://www.themoviedb.org/tv/100867
Never Rarely Sometimes Always,2020,"Никогда, редко, иногда, всегда",http://kinoart.ru/reviews/nikogda-redko-inogda-vsegda-vazhnyy-i-modnyy-film-ob-abortah,https://www.themoviedb.org/movie/595671
The Roads Not Taken,2020,Неизбранные дороги,http://kinoart.ru/reviews/zabytie-kak-dver-v-drugoy-mir-film-neizbrannye-dorogi-salli-potter-s-havierom-bardemom,https://www.themoviedb.org/movie/567714
Bad Education,2020,Безупречный,http://kinoart.ru/reviews/vokrug-lozh-a-ya-bog-lzhi-pochemu-hyu-dzhekman-pilit-byudzhet-v-filme-bezuprechnyy,https://www.themoviedb.org/movie/530723
Captain Hollywood,2020,Голливуд,http://kinoart.ru/reviews/novaya-dobraya-sodomiya-zachem-rayan-myorfi-perepisyvaet-istoriyu-gollivuda-dlya-netflix,https://www.themoviedb.org/movie/654802
The Eddy,2020,Бар «Эдди,http://kinoart.ru/reviews/nezhiloe-pomeschenie-serial-bar-eddi-na-netflix-uyutnaya-tipichnost-v-krasivom-bokale-s-trubochkoy,https://www.themoviedb.org/tv/86784
Normal People,2020,Нормальные люди,http://kinoart.ru/reviews/normalno-super-dolgie-laski-i-glitserinovye-slezki-v-seriale-bbc-normalnye-lyudi,https://www.themoviedb.org/tv/89905
Devs,2020,Разрабы,http://kinoart.ru/reviews/blagimi-tehnologiyami-vymoschena-doroga-v-ad-kak-serial-programmisty-devs-mechetsya-mezhdu-fatalizmom-i-svobodoy-voli,https://www.themoviedb.org/tv/81349
Last and First Men,2020,Последние и первые люди,http://kinoart.ru/reviews/mnogomilliardnaya-plesen-poslednie-i-pervye-lyudi-porazitelnyy-fantasticheskiy-film-o-smerti-cheloveka-i-chelovechestva,https://www.themoviedb.org/movie/566038
Mrs. America,2020,Миссис Америка,http://kinoart.ru/reviews/choose-your-fighter-serial-missis-amerika-i-era-ravenstva-kotoraya-nikak-ne-nastanet,https://www.themoviedb.org/tv/83605
Da 5 Bloods,2020,Пятеро одной крови,http://kinoart.ru/reviews/film-pyatero-odnoy-krovi-na-netflix-nezhnye-pesni-naciliya-spayka-li,https://www.themoviedb.org/movie/581859
The Fisherman's Daughter,2020,Дочь рыбака,http://kinoart.ru/reviews/tsarevny-international-doch-rybaka-kokoshnyy-film-o-postsovetskoy-zhenstvennosti,https://www.themoviedb.org/movie/717122
Welcome to Chechnya,2020,Добро пожаловать в Чечню,http://kinoart.ru/reviews/chelovecheskiy-material-dobro-pozhalovat-v-chechnyu-zhutkiy-film-o-presledovanii-gomoseksualov,https://www.themoviedb.org/movie/653579
Vnutrenniy ogon,2020,Внутренний огонь,http://kinoart.ru/reviews/krovavaya-prosrochka-vnutrenniy-ogon-rossiyskiy-film-v-zhanre-postmortemizm,https://www.themoviedb.org/movie/708599
Algorithm,2020,Алгоритм,http://kinoart.ru/reviews/almanah-homemade-na-netflix-paolo-sorrentino-kristen-styuart-i-drugie-v-nadezhde-na-produktivnyy-karantin,https://www.themoviedb.org/movie/802143
The Plot Against America,2020,Заговор против Америки,http://kinoart.ru/reviews/svoboda-vsegda-v-opasnosti-kak-serial-zagovor-protiv-ameriki-predosteregaet-ot-obyknovennogo-fashizma,https://www.themoviedb.org/tv/83870
Marona's Fantastic Tale,2020,Удивительная история Мароны,http://kinoart.ru/reviews/udivitelnaya-istoriya-marony-multfilm-pro-sobachiy-dzen-i-chelovechiy-tlen,https://www.themoviedb.org/movie/568381
First Cow,2020,Первая корова,http://kinoart.ru/reviews/amerika-do-togo-kak-stala-velikoy-i-amerikoy-o-filme-pervaya-korova-kelli-reyhardt,https://www.themoviedb.org/movie/558582
I'll Be Gone in the Dark,2020,Я исчезну во тьме,http://kinoart.ru/reviews/ya-ischeznu-vo-tme-istoriya-zhenschiny-kotoraya-reshila-napisat-o-manyake-i-popala-v-ad,https://www.themoviedb.org/tv/103023
Palm Springs,2020,Палм Спрингс,http://kinoart.ru/reviews/dinozavry-koza-i-pivo-palm-springs-pokazyvaet-kak-perestat-byt-geroyami-romkoma,https://www.themoviedb.org/movie/587792
Tales from the Loop,2020,Рассказы из Петли,http://kinoart.ru/reviews/roboty-kak-zalog-bessmertiya-anton-dolin-razbiraet-serial-rasskazy-iz-petli,https://www.themoviedb.org/tv/93784
Brave New World,2020,Дивный новый мир,http://kinoart.ru/reviews/serial-divnyy-novyy-mir-zaschischaet-pravo-na-korotkuyu-neschastnuyu-zhizn-kazhdogo-iz-nas,https://www.themoviedb.org/tv/93289
Feels Good Man,2020,"Ништяк, браток",http://kinoart.ru/reviews/pepe-nash-nishtyak-bratok-film-o-lyagushonke-kotoryy-stal-memom-a-potom-novoy-svastikoy,https://www.themoviedb.org/movie/653578
Free Days,2020,Дни,http://kinoart.ru/reviews/slova-ne-vazhny-subtitrov-ne-budet-dni-tsay-minlyana-porazitelnyy-film-pro-obnulenie-ozhidaniy,https://www.themoviedb.org/movie/758432
The Woman Who Ran,2020,"Женщина, которая убежала",http://kinoart.ru/reviews/v-pustom-kinoteatre-odna-zhenschina-kotoraya-ubezhala-film-o-treh-vstrechah-s-soboy,https://www.themoviedb.org/movie/662401
Crestone,2020,Крестон,http://kinoart.ru/reviews/slezay-s-moego-oblaka-kreston-film-o-mechtah-izolyatsii-i-hip-hope,https://www.themoviedb.org/movie/664296
Undine,2020,Ундина,http://kinoart.ru/reviews/na-dne-novyy-romantizm-v-undine-kristiana-pettsolda,https://www.themoviedb.org/movie/615761
Peninsula,2020,Поезд в Пусан 2: Полуостров,http://kinoart.ru/reviews/nam-ne-na-chto-bolshe-zhat-kak-poezd-v-pusan-2-poluostrov-horonit-dokarantinnyy-mir,https://www.themoviedb.org/movie/581392
Cosmoball,2020,Вратарь галактики,http://kinoart.ru/reviews/svyatye-stebli-kak-vratar-galaktiki-svel-vmeste-eralash-i-kosmogonicheskiy-mif,https://www.themoviedb.org/movie/517096
Tenet,2020,Довод,http://kinoart.ru/reviews/kontsentrat-nolana-dovod-opus-magnum-samogo-ambitsioznogo-rezhissera-sovremennosti,https://www.themoviedb.org/movie/577922
Build the Wall,2020,Построить стену,http://kinoart.ru/reviews/postroit-stenu-kino-o-kirpichikah-zhizni-v-epohu-totalnoy-nestabilnosti,https://www.themoviedb.org/movie/736873
Apples,2020,Яблоки,http://kinoart.ru/reviews/pamyati-pamyati-silnyy-grecheskiy-debyut-yabloki-v-programme-venetsii,https://www.themoviedb.org/movie/652156
Mulan,2020,Мулан,http://kinoart.ru/reviews/kupanie-mrachnogo-konya-novaya-mulan-rasteryala-karnavalnuyu-chuvstvitelnost,https://www.themoviedb.org/movie/337401
I Am Greta,2020,Грета,http://kinoart.ru/reviews/mezhdu-mechtoy-i-antiutopiey-greta-v-venetsii,https://www.themoviedb.org/movie/728123
I'm Thinking of Ending Things,2020,"Думаю, как все закончить",http://kinoart.ru/reviews/kvantovaya-psihika-dumayu-kak-vse-zakonchit-film-dalshe-slov-i-glubzhe-slez,https://www.themoviedb.org/movie/500840
New Order,2020,Новый порядок,http://kinoart.ru/reviews/verhi-ne-mogut-nizy-ne-hotyat-v-venetsii-pokazali-novyy-poryadok-gerniku-xxi-veka,https://www.themoviedb.org/movie/575446
Doctor Lisa,2020,Доктор Лиза,http://kinoart.ru/reviews/vseh-vpuskat-nikogo-ne-vypuskat-totalnyy-emotsionalnyy-kontrol-kotorogo-ne-izbezhat,https://www.themoviedb.org/movie/595464
Never Gonna Snow Again,2020,Снега больше не будет,http://kinoart.ru/reviews/chelovek-iz-chernobylya-snega-bolshe-ne-budet-film-uteshenie,https://www.themoviedb.org/movie/726151
Yellow Cat,2020,Желтая кошка,http://kinoart.ru/reviews/govorit-po-frantsuzski-zheltaya-koshka-stepnoy-nuar-adilhana-erzhanova,https://www.themoviedb.org/movie/728145
Wolfwalkers,2020,Легенда о волках,http://kinoart.ru/reviews/grrrls-legenda-o-volkah-neveroyatnoy-krasoty-multfilm-v-kotorom-vstrechayutsya-pixar-i-miyadzaki,https://www.themoviedb.org/movie/441130
Ratched,2020,Сестры Рэтчед,http://kinoart.ru/reviews/dvulikaya-amerika-sestra-retched-serial-kotoryy-prinyal-sebya-za-plyasku-smerti,https://www.themoviedb.org/tv/81354
The Devil All the Time,2020,Дьявол всегда здесь,http://kinoart.ru/reviews/dyavola-na-vas-net-dyavol-vsegda-zdes-na-netflix,https://www.themoviedb.org/movie/499932
The Whaler Boy,2020,Китобой,http://kinoart.ru/reviews/chudo-yudo-kitoboy-htonicheskiy-debyut-pro-chukotku-i-vebkam,https://www.themoviedb.org/movie/598268
Handmade,2020,Хенд мейд,http://kinoart.ru/reviews/film-sotsializm-hend-meyd-klip-na-pesnyu-trudyascheysya-dushi,https://www.themoviedb.org/movie/713451
Hypnosis,2020,Гипноз,http://kinoart.ru/reviews/evropeyskaya-skazka-sovetskaya-zhut-pochemu-gipnoz-valeriya-todorovskogo-ne-stanet-donni-darko,https://www.themoviedb.org/movie/584863
Delete History,2020,Удалить историю,http://kinoart.ru/reviews/proklyatie-beshenoy-kapchi-anarhicheskiy-smeh-komedii-udalit-istoriyu,https://www.themoviedb.org/movie/659699
Summer of 85,2020,Лето 85,http://kinoart.ru/reviews/usta-tselovali-i-peli-leto-85-istoriya-pervoy-lyubvi-ili-glotok-chistogo-ozona,https://www.themoviedb.org/movie/659959
Deeper!,2020,Глубже!,http://kinoart.ru/reviews/porno-kak-natsionalnaya-ideya-glubzhe-film-o-vozhdelenii-vysokogo,https://www.themoviedb.org/movie/587608
Long Day,2020,Длинный день,http://kinoart.ru/reviews/zachem-zhivut-lyudi-astenichnyy-kitayskiy-dlinnyy-den,https://www.themoviedb.org/movie/742847
The Trial of the Chicago 7,2020,Суд над чикагской семеркой,http://kinoart.ru/reviews/vzroslye-prishli-sud-nad-chikagskoy-semerkoy-sudebnaya-drama-aarona-sorkina-o-litsemerii-zakonov,https://www.themoviedb.org/movie/556984
Conference,2020,Конференция,http://kinoart.ru/reviews/film-konferentsiya-o-nord-oste-chitka-pamyati-azbuka-tragedii,https://www.themoviedb.org/movie/603258
Beginning,2020,Начало,http://kinoart.ru/reviews/bez-svideteley-silnyy-gruzinskiy-debyut-nachalo-o-religioznoy-obschine-v-kannah-2020,https://www.themoviedb.org/movie/712167
On the Rocks,2020,Последняя капля,http://kinoart.ru/reviews/poslednyaya-kaplya-idealnyy-osenniy-film-sofii-koppoly,https://www.themoviedb.org/movie/575417
Borat Subsequent Moviefilm,2020,Борат 2,http://kinoart.ru/reviews/ot-sokrata-k-boratu-mozhet-li-borat-2-chto-to-izmenit,https://www.themoviedb.org/movie/740985
Creating The Queen's Gambit,2020,Ход королевы,http://kinoart.ru/reviews/hod-korolevy-geniy-doping-i-feminizm-sovmestimy,https://www.themoviedb.org/movie/784047
Possessor Uncut,2020,В чужой шкуре,http://kinoart.ru/reviews/shlem-uzhasa-v-chuzhoy-shkure-esli-by-nachalo-nolana-bylo-bodi-horrorom,https://www.themoviedb.org/movie/435615
Dear Comrades!,2020,Дорогие товарищи,http://kinoart.ru/reviews/dorogie-tovarischi-svobody-net-i-etot-vopros-zasluzhivaet-obsuzhdeniya,https://www.themoviedb.org/movie/587609
Another Round,2020,Еще по одной,http://kinoart.ru/reviews/esche-po-odnoy-pritcha-tomasa-vinterberga-o-lishney-ryumke,https://www.themoviedb.org/movie/580175
Lux Æterna,2020,Вечный свет,http://kinoart.ru/reviews/zhanna-de-prank-vechnyy-svet-kinoshabash-gaspara-noe-sharlotty-gensbur-i-beatris-dal,https://www.themoviedb.org/movie/599377
The Third Day,2020,Третий день,http://kinoart.ru/reviews/syn-sema-tretiy-den-keltskoe-siyanie-s-dzhudom-lou-ot-avtora-utopii,https://www.themoviedb.org/tv/90259
Papier-mache,2020,Папье-маше,http://kinoart.ru/reviews/moy-drug-ivan-lashin-papie-mashe-vitaliya-suslina-klassnoe-kino-dlya-vseh-i-dlya-kazhdogo,https://www.themoviedb.org/movie/764802
A Man From Podolsk,2020,Человек из Подольска,http://kinoart.ru/reviews/nepuganyy-russkiy-absurd-v-cheloveke-iz-podolska,https://www.themoviedb.org/movie/633882
Enfant Terrible,2020,‎Фассбиндер,http://kinoart.ru/reviews/fassbinder-konechno-zhe-on-prosto-hotel-chtoby-ego-lyubili,https://www.themoviedb.org/movie/660717
The Three,2020,Трое,http://kinoart.ru/reviews/troe-rassudyat-ostalnye-osudyat-pochemu-annu-melikyan-obidet-mozhet-kazhdyy,https://www.themoviedb.org/movie/610281
The Human Voice,2020,Человеческий голос,http://kinoart.ru/reviews/chelovecheskiy-golos-almodovara-film-o-spasenii-ot-bogatogo-vnutrennego-mira,https://www.themoviedb.org/movie/671577
Mank,2020,Манк,http://kinoart.ru/reviews/bespartiynyy-grazhdanin-mank-devida-finchera-kamernyy-epos-o-vnutrennem-dissidente,https://www.themoviedb.org/movie/614560
DNA,2020,ДНК,http://kinoart.ru/reviews/ego-identichnost-posredstvom-dnk-posobie-po-poisku-sebya-v-filme-mayvenn,https://www.themoviedb.org/movie/664177
How To with John Wilson,2020,Полезные советы от Джона Уилсона,http://kinoart.ru/reviews/serial-poleznye-sovety-ot-dzhona-uilsona-samouchitel-kak-naslazhdatsya-nelepostyu-zhizni,https://www.themoviedb.org/tv/110971
Inadequate People 2,2020,Неадекватные люди 2,http://kinoart.ru/reviews/rodilsya-i-nikomu-ne-prigodilsya-neadekvatnye-lyudi-2-layfhaki-vzrosleniya-ot-romana-karimova,https://www.themoviedb.org/movie/575356
Let Them All Talk,2020,Пусть говорят,http://kinoart.ru/reviews/proza-kak-antihrist-pust-govoryat-soderberga-komediya-u-kotoroy-smeh-zastryal-v-gorle,https://www.themoviedb.org/movie/623856
Wonder Woman 1984,2020,Чудо-женщина: 1984,http://kinoart.ru/reviews/parni-poboku-chudo-zhenschina-na-voyne-s-patriarhatom,https://www.themoviedb.org/movie/464052
Sententia,2020,Сентенция,http://kinoart.ru/reviews/poeziya-posle-gulaga-sententsiya-strannyy-film-o-varlame-shalamove-v-starosti,https://www.themoviedb.org/movie/654142
Small Axe,2020,Голос перемен,http://kinoart.ru/reviews/von-vavilon-golos-peremen-serial-kotoryy-za-soboy-povedet-do-kishok-proberet,https://www.themoviedb.org/tv/90705
Rifkin's Festival,2020,Фестиваль Рифкина,http://kinoart.ru/reviews/festival-allena-mister-rifkin-vnutri-kino-i-vverh-tormashkami,https://www.themoviedb.org/movie/606876
Wonder Woman 1984,2020,Чудо-женщина: 1984,http://kinoart.ru/reviews/cherdak-antiutopii-chudo-zhenschina-1984-protiv-zdravogo-smysla,https://www.themoviedb.org/movie/464052
Pieces of a Woman,2020,Фрагменты женщины,http://kinoart.ru/reviews/pod-vliyaniem-semya-kak-drama-vo-fragmentah-zhenschiny,https://www.themoviedb.org/movie/641662
Pirate's Soul,2020,Душа,http://kinoart.ru/reviews/ulovka-22-pochemu-dusha-eto-pytka,https://www.themoviedb.org/movie/774313
Black Snow,2020,Черный снег,http://kinoart.ru/reviews/v-posledniy-raz-vkusno-edim-chernyy-sneg-yakutskiy-triller-otsekayuschiy-ruku-za-ravnodushie,https://www.themoviedb.org/movie/770626
Beastie Boys Story,2020,История Beastie Boys,http://kinoart.ru/reviews/istoriya-beastie-boys-film-o-prave-na-vecherinku,https://www.themoviedb.org/movie/664416
Евгений Гришковец: Предисловие,2020,Предисловие,http://kinoart.ru/reviews/primechaniya-predislovie-hon-san-su-na-berlinale,https://www.themoviedb.org/movie/769385
Never Gonna Snow Again,2020,Снега больше не будет,http://kinoart.ru/reviews/skromnoe-obayanie-chernobylya-snega-bolshe-ne-budet-malgozhaty-shumovskoy,https://www.themoviedb.org/movie/726151
Gorbachev. Heaven,2020,Горбачев. Рай,http://kinoart.ru/reviews/chastnaya-zhizn-istoricheskogo-cheloveka-gorbachev-ray-vitaliya-manskogo,https://www.themoviedb.org/movie/761000
Malmkrog,2020,Мальмкрог,http://kinoart.ru/reviews/angel-istrebitel-razgovory-o-voyne-progresse-i-kontse-istorii-v-malmkroge,https://www.themoviedb.org/movie/575448
Kajillionaire,2020,Каджиллионер,http://kinoart.ru/reviews/potselui-u-kassy-kadzhillioner-tragifars-o-emie-kak-valyute,https://www.themoviedb.org/movie/541305
The Year of The White Moon,2020,Год белой луны,http://kinoart.ru/reviews/maksim-pecherskiy-sam-sebe-i-nebo-i-luna,https://www.themoviedb.org/movie/677592
Night in Paradise,2020,Ночь в раю,http://kinoart.ru/reviews/vladivostok-2000-noch-v-rayu-nuar-o-vkuse-kotoryy-ne-zabudesh-posle-smerti,https://www.themoviedb.org/movie/606523
Back to Chernobyl,2020,Чернобыль,http://kinoart.ru/reviews/chelovek-idet-za-solntsem-chernobyl-danily-kozlovskogo-avtorskiy-blokbaster-o-chelovecheskoy-samonadeyannosti,https://www.themoviedb.org/movie/759257
Promising Young Woman,2020,"Девушка, подающая надежды",http://kinoart.ru/reviews/nesi-svoyu-noshu-devushka-podayuschaya-nadezhdy,https://www.themoviedb.org/movie/582014
My Octopus Teacher,2020,Мой учитель-осьминог,http://kinoart.ru/reviews/chtenie-sledov-na-podvodnom-peske-uroki-moego-uchitelya-osminoga,https://www.themoviedb.org/movie/682110
Resistance,2020,Сопротивление,http://kinoart.ru/reviews/mezhdu-porno-i-holokostom,https://www.themoviedb.org/movie/491926
It Can't Be Real,2020,Нереальность,http://kinoart.ru/reviews/it-cant-be-real,https://www.themoviedb.org/movie/819199
Spirit of Itchi,2020,Иччи,http://kinoart.ru/reviews/tantsy-s-bubnom-yakutskiy-folk-horror-ichchi,https://www.themoviedb.org/movie/624441
"Wim Wenders, Desperado",2020,Вендерс,http://kinoart.ru/reviews/wenders-documentary,https://www.themoviedb.org/movie/724682
Surge,2020,Аффект,http://kinoart.ru/reviews/ben-affekt-surge-kafkianskiy-boevik-s-neistovym-benom-uishou,https://www.themoviedb.org/movie/653584
Mandibles,2020,Жвалы,http://kinoart.ru/reviews/kventin-dyupie-shiny-ne-to-chem-kazhutsya-zhvaly-to-nad-chem-rzhut-v-golos,https://www.themoviedb.org/movie/638965
Sound of Metal,2020,Звук металла,http://kinoart.ru/reviews/slyshen-zvon-zvuk-metalla-prodolzhaet-gremet,https://www.themoviedb.org/movie/502033
The War of Raya Sinitsina,2020,Война Раи Синициной,http://kinoart.ru/reviews/tsvety-kotorye-ne-osypayutsya-voyna-rai-sinitsynoy-film-o-94-letney-blokadnitse,https://www.themoviedb.org/movie/803158
Come True,2020,Кошмары,http://kinoart.ru/reviews/come-true,https://www.themoviedb.org/movie/515454
The Whaler Boy,2020,Китобой,http://kinoart.ru/reviews/kitoboy,https://www.themoviedb.org/movie/598268
The Swarm,2020,Рой,http://kinoart.ru/reviews/the-swarm,https://www.themoviedb.org/movie/661930
Twilight's Kiss,2020,В сумерках,http://kinoart.ru/reviews/v-sumerkah-sharunasa-bartasa-apokalipsis-pozavchera,https://www.themoviedb.org/movie/630878
Hey! Teachers!,2020,Катя и Вася идут в школу,http://kinoart.ru/reviews/ya-katya-i-ya-hochu-domoy-katya-i-vasya-idut-v-shkolu-yulii-vishnevetskoy,https://www.themoviedb.org/movie/728863
Wolf,2020,Волк,http://kinoart.ru/reviews/volk-series,https://www.themoviedb.org/movie/836706
Ted Lasso,2020,Тед Лассо,http://kinoart.ru/reviews/ted-lasso-2,https://www.themoviedb.org/tv/97546
Noise,2020,Шум,http://kinoart.ru/reviews/na-poryadok-tishe-shum-danielly-rybakyan-kak-rep-elegiya-o-prave-na-svobodu,https://www.themoviedb.org/movie/746970
18 Kilohertz,2020,18 килогерц,http://kinoart.ru/reviews/18-khz,https://www.themoviedb.org/movie/731609
Falling,2020,Падение,http://kinoart.ru/reviews/falling-mortensen,https://www.themoviedb.org/movie/554761-falling
Through the Black Glass,2019,Стекло,http://kinoart.ru/reviews/glass,https://www.themoviedb.org/movie/458028
Nervous Translation,2019,Нервный перевод,http://kinoart.ru/reviews/nervous-translation,https://www.themoviedb.org/movie/486412
The Humorist,2019,Юморист,http://kinoart.ru/reviews/v-bezvozdushnom-prostranstve,https://www.themoviedb.org/movie/514708
Russian Psycho,2019,Русский бес,http://kinoart.ru/reviews/russian-psycho,https://www.themoviedb.org/movie/514933
The Souvenir,2019,Cувенир,http://kinoart.ru/reviews/sundance-souvenir,https://www.themoviedb.org/movie/473019
Wounds,2019,Раны,http://kinoart.ru/reviews/sundance-wounds,https://www.themoviedb.org/movie/505423
Velvet Buzzsaw,2019,Бархатная бензопила,http://kinoart.ru/reviews/velvet-buzzsaw-netflix,https://www.themoviedb.org/movie/463684
Sheena667,2019,Серебряного медведя,http://kinoart.ru/reviews/sheena667,https://www.themoviedb.org/movie/573653
The Lego Movie 2: The Second Part,2019,ЛЕГО Фильм-2,http://kinoart.ru/reviews/lego-movie-2,https://www.themoviedb.org/movie/280217
The Kindness of Strangers,2019,Доброта незнакомцев,http://kinoart.ru/reviews/kindness-of-strangers,https://www.themoviedb.org/movie/520390
The Golden Glove,2019,Золотая перчатка,http://kinoart.ru/reviews/golden-glove,https://www.themoviedb.org/movie/505706
What She Said: The Art of Pauline Kael,2019,Что она сказала: Искусство Полин Кейл,http://kinoart.ru/reviews/the-art-of-pauline-kael,https://www.themoviedb.org/movie/342091
"God Exists, Her Name Is Petrunya",2019,"Бог есть, ее имя — Петруния",http://kinoart.ru/reviews/feminizm-wins,https://www.themoviedb.org/movie/574434
"I Was at Home, But...",2019,"Я был дома, но...",http://kinoart.ru/reviews/berlinale-2019-i-was-at-home-but,https://www.themoviedb.org/movie/500895
Synonyms,2019,Синонимы,http://kinoart.ru/reviews/berlinale-synonymes,https://www.themoviedb.org/movie/501590
Alita: Battle Angel,2019,Алита: Боевой Ангел,http://kinoart.ru/reviews/mozgi-serdtse-i-smelost-o-chem-voyuyut-v-filme-roberta-rodrigesa-alita-boevoy-angel,https://www.themoviedb.org/movie/399579
Varda by Agnès,2019,Варда глазами Аньес,http://kinoart.ru/reviews/agnes-varda-berlin,https://www.themoviedb.org/movie/554967
The Umbrella Academy,2019,Академия Амбрелла,http://kinoart.ru/reviews/eto-vsego-lish-konets-sveta-supergeroyskiy-serial-akademiya-ambrella-i-smert-fantazii-kak-metod-netflix,https://www.themoviedb.org/tv/75006
Хон Юш. Путь от Оби,2019,Хон Юш. Путь от Оби,http://kinoart.ru/reviews/den-vorony-na-festivale-duh-ognya-pokazali-pervyy-film-na-yazyke-hantov,https://www.themoviedb.org/movie/583747
The Humorist,2019,Юморист,http://kinoart.ru/reviews/istericheski-nesmeshno-pochemu-yumorist-mihaila-idova-ochen-pohozh-na-klip-monetochki,https://www.themoviedb.org/movie/514708
Van Goghs,2019,Ван Гоги,http://kinoart.ru/reviews/liricheskaya-drama-van-gogi-s-odnoy-iz-luchshih-roley-alekseya-serebryakova-v-kino,https://www.themoviedb.org/movie/520922
Captain Marvel,2019,Капитан Марвел,http://kinoart.ru/reviews/kapitan-marvel-kak-simvol-idealnoy-zhenskoy-krasoty-iz-italyanskoy-poezii,https://www.themoviedb.org/movie/299537
Leaving Neverland,2019,Покидая Неверленд,http://kinoart.ru/reviews/maykl-dzhekson-ochen-lyubil-detey-pokidaya-neverlend-nakonets-to-mozhno-posmotret-v-rossii,https://www.themoviedb.org/tv/86951
Greta,2019,В объятиях лжи,http://kinoart.ru/reviews/v-obyatiyah-lzhi-izabel-yupper-nanosit-otvetnyy-udar-po-fortepiannym-klavisham,https://www.themoviedb.org/movie/471506
"Love, Death & Robots",2019,"Любовь, смерть и роботы",http://kinoart.ru/reviews/menshoy-festival-multfilmov-lyubov-smert-i-roboty-demonstriruet-tehniku-vmesto-fantastiki,https://www.themoviedb.org/tv/86831
The Queen's Corgi,2019,Королевский корги,http://kinoart.ru/reviews/korolevskiy-korgi-strannyy-i-dvusmyslennyy-multfilm-o-sobachiem-boytsovskom-klube-i-trampe,https://www.themoviedb.org/movie/509730
We Are Russia,2019,Мы,http://kinoart.ru/reviews/my-gid-po-novomu-filmu-rezhissera-proch-s-dvoynikami-i-konspirologiey,https://www.themoviedb.org/movie/647857
